topic_id,query,facet_id,facet_desc,question,question2_case,answer,history,distractor
93,Information about raffles,F1045,"Find information on organizing a raffle, for example for a charity or school.",are you interested in raffles tv series,repeated,"no, setting up raffles.","[{'question': 'are you interested in raffles tv series', 'answer': 'no'}]",i would like to know how much i have left on my card
94,Give me information about Titan.,F1052,Find the homepage of the Tennessee Titans.,are you referring to the watch brand,similar_no_no,"No, I'm referring to the NFL Football team the Tennessee Titans.","[{'question': 'are you referring to titan the moon of saturn', 'answer': 'no i am referring to the ternnessee titians team'}]",i would like to know how life is in general and its culture
153,Tell me about Pocono,F0210,Find general information on tourist activities in Pennsylvania's Pocono Mountains.,do you want to know the latest weather updates for pocono mountains,similar_yes_no,Yes I do,"[{'question': 'are you referring to pocono mountains', 'answer': 'yes i am'}]",no i am looking for the hompage for starbucks
21,Tell me information about Volvo.,F0458,Where can I find Volvo semi trucks for sale (new or used)?,would you like to know what their rating is compare to other car companies,similar_no_no,"No, I would like to see their semi trucks for sale.","[{'question': 'which part of volvo are you interested in', 'answer': 'no specific part'}]",information for bryant park and any events in new york city
30,Find me information about diabetes education,F0771,I'm looking for nutrition and diet information for diabetics.,do you want to find some resoutces,repeated,"Yes, focused on diets for diabetics","[{'question': 'do you want to find some resoutces', 'answer': 'yes i would like resources for nutrition and diet information for diabetics'}]",no i want to find guides and tips
93,Information about raffles,F1046,Find the homepage of the Raffles hotel in Dubai.,are you interested in the movie raffles,similar_no_no,Find the home  page of Raffles hotel in Dubai.,"[{'question': 'would you like to know more about sir stamford raffles', 'answer': 'no i am looking for a raffles page'}]",no i want the website for the learning programs by the same name
56,tell me about uss yorktown charleston SC,F0885,Find historical information about the USS Yorktown aircraft carriers used during World War 2.,what type of activity are you looking for,repeated,I want to know about the aircraft carriers used during that time.,"[{'question': 'what type of activity are you looking for', 'answer': 'information about the uss yorktown'}]",no
181,I’m interested in old coins,F0340,What is a good way to begin collecting old coins?,is there a coin dealer near you,similar_yes_no,"I don't know, but how to do I collect old coins?","[{'question': 'do you want to buy old coins', 'answer': 'yes i want to find out what is the best way to begin an old coin collection'}]",i am intrested in the real estate
240,Tell me more about us presidents,F0558,Find a list of the full names of US presidents.,do you want to know what middle name is the most common for presidents,similar_no_no,"No, I want a list of all the full names of former US presidents.","[{'question': 'are you looking for the middle names of the early presidents', 'answer': 'no i want to know what the full name of the presidents in the us'}]",no i am looking for the history of hoboken
55,tell me about iron,F0882,Find information about the element iron (Fe).,are you looking for irons melting point,repeated,"No, I want information of the elemnt Iron.","[{'question': 'are you looking for irons melting point', 'answer': 'yes i am looking for general information about iron'}]",no im looking to buy replacement parts
39,Give me information about Disneyland hotel.,F0808,Find reviews of Disneyland hotels.,do you want to know how much it costs to stay here,similar_yes_no,"no, i just need reviews of the disneyland hotel","[{'question': 'are you looking for a hotel inside disneyland', 'answer': 'yes i am looking for a place to stay in disneyland'}]",i need the address for the ontario canada airport
57,tell me about ct jobs,F0887,Find sites for finding a job in Connecticut.,which part of connecticut are you interested in,similar_no_no,I'm interested in all of Connecticut.,"[{'question': 'what salary range are you looking for', 'answer': 'none im looking for job search web sites'}]",no id like to know about indian tribes that lived in adobe houses
173,Find information on hip fractures,F0307,How many hip fractures occur annually in the US?,do you want to know what the symptoms of a hip fracture are,repeated,How many hip fractures occur annually in the US?,"[{'question': 'do you want to know what the symptoms of a hip fracture are', 'answer': 'no i want to know how many hip fractures occur in the us a year'}]",no im looking for more quotes like it
